Data;Hora;ID do Pedido;Código;Produto;Categoria;SubCategoria;Quantidade; Preço Unitário ; Total do Pedido ; Custo Unitário ; Custo Total ;Forma de Pagamento;Tipo;Localidade; Bairro 
25/11/2023;14:22;11605;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;211;R$ 6,69 ;R$ 1.411,59 ;R$ 2,00 ;422;Dinheiro;Delivery;Sorocaba;Campolim
25/11/2023;20:47;11606;651;REFRIGERANTE TONICA SCHWEPPES LATA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 7,00 ;R$ 21,00 ;R$ 2,61 ;7,83;Cartão de Crédito;Presencial;Votorantim;Jardim Serrano
25/11/2023;22:08;11607;672;REFRIGERANTE TONICA CITRUS SCHWEPPES;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 7,00 ;R$ 14,00 ;R$ 2,64 ;5,28;Cartão de Crédito;Delivery;Votorantim;Jardim Primavera
25/11/2023;21:10;11608;901;REFRIGERANTE KS COCA COLA ZERO 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;66;R$ 7,85 ;R$ 518,10 ;R$ 2,03 ;133,98;Dinheiro;Delivery;Sorocaba;Jardim Piazza Di Roma
25/11/2023;14:36;11609;519;CACHACA SALINAS CRISTALINA DOSE;BEBIDAS ALCOOLICAS ; CACHACAS;6;R$ 8,90 ;R$ 53,40 ;R$ 2,80 ;16,8;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
25/11/2023;21:30;11610;402;WHISKY BLACK WHITE DOSE;BEBIDAS ALCOOLICAS ; WHISKIES;3;R$ 9,90 ;R$ 29,70 ;R$ 2,72 ;8,15;Cartão de Crédito;Presencial;Votorantim;Vila Nova
25/11/2023;21:43;11611;807;CERVEJA DEVASSA LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;94;R$ 13,50 ;R$ 1.269,00 ;R$ 4,79 ;450,26;Dinheiro;Presencial;Votorantim;Vila Nova
25/11/2023;19:53;11612;863;CERVEJA EISENBAHN UNFILTERED 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;87;R$ 14,90 ;R$ 1.296,30 ;R$ 6,50 ;565,5;Pix;Delivery;Votorantim;Jardim Tatiana
25/11/2023;22:05;11613;842;CERVEJA HEINEKEN LN 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;4;R$ 15,87 ;R$ 63,48 ;R$ 4,82 ;19,3;Dinheiro;Delivery;Sorocaba;Jardim Piazza Di Roma
25/11/2023;13:18;11614;926;ENERGETICO RED BULL 250ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 19,51 ;R$ 58,53 ;R$ 7,66 ;22,98;Cartão de Crédito;Delivery;Sorocaba;Campolim
25/11/2023;21:10;11615;558;VODKA SMIRNOFF ICE 275ML UND;BEBIDAS ALCOOLICAS ; VODKAS;4;R$ 19,90 ;R$ 79,60 ;R$ 7,54 ;30,18;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
25/11/2023;14:33;11616;3;CALDO DE PEIXE;ALIMENTOS; ENTRADAS;20;R$ 19,91 ;R$ 398,20 ;R$ 2,00 ;40;Dinheiro;Presencial;Sorocaba;Campolim
25/11/2023;20:02;11617;601;CAIP FRUTAS MISTAS YPIOCA;DRINKS; CAIPIROSCAS MISTAS;2;R$ 20,77 ;R$ 41,54 ;R$ 3,46 ;6,92;Dinheiro;Presencial;Sorocaba;Vila Hortência
25/11/2023;13:30;11618;432;WHISKY OLD PARR DOSE;BEBIDAS ALCOOLICAS ; WHISKIES;6;R$ 22,88 ;R$ 137,28 ;R$ 7,72 ;46,32;Cartão de Crédito;Delivery;Votorantim;Jardim Serrano
25/11/2023;14:31;11619;630;CAIP FRUTA VODKA SMIRNOFF;DRINKS; CAIPIROSCAS DE FRUTA;42;R$ 23,77 ;R$ 998,34 ;R$ 4,96 ;208,22;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
25/11/2023;12:42;11620;67;PASTEL CARNE DO SOL COM QUEIJO 06 UNIDADE;ALIMENTOS; ENTRADAS;30;R$ 24,73 ;R$ 741,90 ;R$ 5,71 ;171,24;Dinheiro;Presencial;Sorocaba;Jardim Vergueiro
25/11/2023;19:20;11621;781;COQUETEL MOSCOW MULE;DRINKS; COQUETEIS;6;R$ 26,75 ;R$ 160,50 ;R$ 7,05 ;42,3;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
25/11/2023;20:34;11622;16;MACAXEIRA FRITA;ALIMENTOS; ENTRADAS;11;R$ 27,86 ;R$ 306,46 ;R$ 2,29 ;25,21;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
25/11/2023;21:05;11623;65;PASTEL CAMARAO COM CATUPIRI 06 UNIDADE;ALIMENTOS; ENTRADAS;29;R$ 28,85 ;R$ 836,65 ;R$ 8,63 ;250,2;Pix;Presencial;Votorantim;Jardim Primavera
25/11/2023;11:19;11624;172;ARROZ DE CAMARAO INDIVIDUAL;ALIMENTOS; PRATOS RISOTOS;4;R$ 35,00 ;R$ 140,00 ;R$ 21,07 ;84,27;Pix;Presencial;Sorocaba;Jardim Europa
25/11/2023;13:19;11625;109;MOQUECA DE ARRAIA 200G;ALIMENTOS; ENTRADAS;6;R$ 36,03 ;R$ 216,18 ;R$ 7,29 ;43,71;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
25/11/2023;13:41;11626;81;BOLINHA DE CARNE DO SOL COM QUEIJO;ALIMENTOS; ENTRADAS;7;R$ 38,71 ;R$ 270,97 ;R$ 5,69 ;39,83;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
25/11/2023;14:44;11627;205;PANELADA 200 GRAMAS;ALIMENTOS; ENTRADAS;2;R$ 38,79 ;R$ 77,58 ;R$ 5,59 ;11,18;Dinheiro;Presencial;Sorocaba;Campolim
25/11/2023;13:43;11628;2;CASQUINHA DE CARANGUEJO;ALIMENTOS; ENTRADAS;25;R$ 39,88 ;R$ 997,00 ;R$ 6,41 ;160,31;Cartão de Crédito;Presencial;Sorocaba;Jardim Paulista
25/11/2023;22:32;11629;107;FILE DE PARGO COM ALCAPARRAS INDIVIDUAL;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 53,60 ;R$ 107,20 ;R$ 28,98 ;57,97;Pix;Delivery;Sorocaba;Campolim
25/11/2023;11:14;11630;163;ESCONDIDINHO DE CAMARAO INDIVIDUAL;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 59,44 ;R$ 118,88 ;R$ 16,51 ;33,02;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
25/11/2023;21:02;11631;13;ISCA DE PEIXE;ALIMENTOS; ENTRADAS;22;R$ 59,62 ;R$ 1.311,64 ;R$ 21,89 ;481,57;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
25/11/2023;21:17;11632;40;CARNE DO SOL APERITIVO TRINCHADA;ALIMENTOS; ENTRADAS;5;R$ 69,29 ;R$ 346,45 ;R$ 10,31 ;51,57;Dinheiro;Presencial;Votorantim;Vossoroca
25/11/2023;11:01;11633;44;COSTELINHA DE TAMBAQUI;ALIMENTOS; ENTRADAS;3;R$ 69,90 ;R$ 209,70 ;R$ 30,75 ;92,25;Dinheiro;Presencial;Sorocaba;Jardim Vergueiro
25/11/2023;12:38;11634;7;FILE TRINCHADO APERITIVO;ALIMENTOS; ENTRADAS;2;R$ 79,69 ;R$ 159,38 ;R$ 26,68 ;53,36;Dinheiro;Delivery;Sorocaba;Vila Hortência
25/11/2023;11:37;11635;100;CAVALA EM POSTA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;6;R$ 109,63 ;R$ 657,78 ;R$ 20,99 ;125,91;Dinheiro;Presencial;Sorocaba;Jardim Vergueiro
25/11/2023;19:45;11636;106;FILE DE PARGO COM ALCAPARRAS;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;7;R$ 117,38 ;R$ 821,66 ;R$ 52,01 ;364,05;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
25/11/2023;19:48;11637;200;FILE MIGNON ALTO;ALIMENTOS; PRATOS DE CARNES;1;R$ 139,90 ;R$ 139,90 ;R$ 45,53 ;45,53;Pix;Presencial;Votorantim;Vila Nova
25/11/2023;12:33;11638;113;PEIXE A DELICIA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;5;R$ 157,20 ;R$ 786,00 ;R$ 65,77 ;328,85;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;20:17;11639;191;OVO EXTRA UND;ALIMENTOS; ACOMPANHAMENTOS;1;R$ 2,97 ;R$ 2,97 ;R$ 0,60 ;0,6;Cartão de Crédito;Delivery;Votorantim;Vila Nova
26/11/2023;12:28;11640;954;AGUA MINERAL INDAIA COM GAS 500ML;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;48;R$ 5,05 ;R$ 242,40 ;R$ 1,34 ;64,45;Pix;Presencial;Sorocaba;Jardim Vergueiro
26/11/2023;22:46;11641;902;REFRIGERANTE KS KUAT 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 5,49 ;R$ 5,49 ;R$ 1,52 ;1,52;Cartão de Crédito;Presencial;Sorocaba;Campolim
26/11/2023;20:12;11642;935;REFRIGERANTE LATA FANTA UVA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;7;R$ 6,50 ;R$ 45,50 ;R$ 2,44 ;17,08;Cartão de Crédito;Delivery;Votorantim;Vossoroca
26/11/2023;14:55;11643;555;RON MONTILLA CARTA BRANCA DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;3;R$ 7,90 ;R$ 23,70 ;R$ 1,43 ;4,29;Pix;Presencial;Sorocaba;Vila Hortência
26/11/2023;21:58;11644;508;CACHACA SELETA DOSE;BEBIDAS ALCOOLICAS ; CACHACAS;4;R$ 8,88 ;R$ 35,52 ;R$ 2,04 ;8,16;Cartão de Crédito;Delivery;Sorocaba;Campolim
26/11/2023;13:49;11645;964;SUCO COPO LARANJA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;43;R$ 9,84 ;R$ 423,12 ;R$ 3,44 ;147,97;Cartão de Crédito;Presencial;Votorantim;Jardim Primavera
26/11/2023;20:34;11646;969;SUCO COPO ABACAXI COM HORTELA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;5;R$ 9,87 ;R$ 49,35 ;R$ 1,80 ;9,01;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;13:58;11647;962;SUCO COPO GRAVIOLA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 9,89 ;R$ 19,78 ;R$ 1,94 ;3,87;Dinheiro;Delivery;Votorantim;Jardim Serrano
26/11/2023;21:05;11648;43;MOLHO DO CARANGUEJO;ALIMENTOS; ENTRADAS;1;R$ 9,90 ;R$ 9,90 ;R$ 2,75 ;2,75;Pix;Presencial;Votorantim;Jardim Primavera
26/11/2023;20:03;11649;966;SUCO COPO MORANGO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;14;R$ 12,78 ;R$ 178,92 ;R$ 3,06 ;42,77;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;22:28;11650;967;SUCO COPO KIWI;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 12,86 ;R$ 25,72 ;R$ 2,32 ;4,64;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;19:13;11651;807;CERVEJA DEVASSA LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;156;R$ 13,50 ;R$ 2.106,00 ;R$ 4,79 ;747,24;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
26/11/2023;13:05;11652;1911;SOBREMESA PUDIM DE LEITE UND; DOCES ; TORTAS ;3;R$ 14,79 ;R$ 44,37 ;R$ 2,80 ;8,4;Pix;Presencial;Sorocaba;Jardim Paulista
26/11/2023;13:06;11653;813;CERVEJA AMSTEL LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;154;R$ 17,84 ;R$ 2.747,36 ;R$ 6,07 ;934,78;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
26/11/2023;20:31;11654;336;PIRAO DE PEIXE;ALIMENTOS; ACOMPANHAMENTOS;2;R$ 18,90 ;R$ 37,80 ;R$ 5,49 ;10,98;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
26/11/2023;12:04;11655;1900;SOBREMESA MINI TORTA CASADINHO UND; DOCES ; TORTAS ;1;R$ 19,80 ;R$ 19,80 ;R$ 17,50 ;17,5;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
26/11/2023;12:32;11656;1926;SOBREMESA MINI TORTA LEITE NINHO MORANGO UND; DOCES ; TORTAS ;4;R$ 21,24 ;R$ 84,96 ;R$ 25,01 ;100,03;Dinheiro;Presencial;Sorocaba;Vila Serrana
26/11/2023;21:07;11657;70;PASTEL CARNE COM AZEITONA 06 UNIDADE;ALIMENTOS; ENTRADAS;17;R$ 24,61 ;R$ 418,37 ;R$ 5,84 ;99,2;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
26/11/2023;19:25;11658;607;CAIP FRUTA YPIOCA 150;DRINKS; CAIPIROSCAS DE FRUTA;8;R$ 25,37 ;R$ 202,96 ;R$ 7,25 ;58,01;Dinheiro;Presencial;Votorantim;Jardim Serrano
26/11/2023;21:35;11659;632;CAIP ESPECIAIS VODKA SMIRNOFF;DRINKS; COQUETEIS;5;R$ 25,62 ;R$ 128,10 ;R$ 9,67 ;48,36;Pix;Delivery;Votorantim;Vossoroca
26/11/2023;19:56;11660;690;CAIP FRUTA VODKA KETEL ONE;DRINKS; CAIPIROSCAS DE FRUTA;4;R$ 26,88 ;R$ 107,52 ;R$ 10,63 ;42,52;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
26/11/2023;21:25;11661;608;CAIP FRUTA MISTA YPIOCA 150;DRINKS; CAIPIROSCAS MISTAS;1;R$ 26,90 ;R$ 26,90 ;R$ 7,33 ;7,33;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;12:56;11662;65;PASTEL CAMARAO COM CATUPIRI 06 UNIDADE;ALIMENTOS; ENTRADAS;53;R$ 28,85 ;R$ 1.529,05 ;R$ 8,63 ;457,26;Cartão de Crédito;Presencial;Votorantim;Jardim Serrano
26/11/2023;13:14;11663;745;COQUETEL LIMONCELLO SPRITZ;DRINKS; COQUETEIS;1;R$ 31,22 ;R$ 31,22 ;R$ 20,50 ;20,5;Dinheiro;Delivery;Sorocaba;Jardim Vergueiro
26/11/2023;12:35;11664;773;COQUETEL TANQUERAY  TRIPE T;DRINKS; COQUETEIS;3;R$ 31,90 ;R$ 95,70 ;R$ 14,80 ;44,39;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
26/11/2023;14:21;11665;115;SURURU;ALIMENTOS; ENTRADAS;2;R$ 34,76 ;R$ 69,52 ;R$ 9,27 ;18,54;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
26/11/2023;21:25;11666;109;MOQUECA DE ARRAIA 200G;ALIMENTOS; ENTRADAS;9;R$ 36,03 ;R$ 324,27 ;R$ 7,29 ;65,57;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;12:54;11667;81;BOLINHA DE CARNE DO SOL COM QUEIJO;ALIMENTOS; ENTRADAS;12;R$ 38,71 ;R$ 464,52 ;R$ 5,69 ;68,27;Pix;Delivery;Sorocaba;Jardim Paulista
26/11/2023;20:54;11668;205;PANELADA 200 GRAMAS;ALIMENTOS; ENTRADAS;2;R$ 38,79 ;R$ 77,58 ;R$ 5,59 ;11,18;Pix;Presencial;Votorantim;Vossoroca
26/11/2023;11:17;11669;14;FRANGO A PASSARINHA;ALIMENTOS; ENTRADAS;6;R$ 48,64 ;R$ 291,84 ;R$ 20,16 ;120,99;Pix;Presencial;Sorocaba;Jardim Europa
26/11/2023;14:44;11670;9;CAMARAO ALHO E OLEO;ALIMENTOS; ENTRADAS;14;R$ 49,68 ;R$ 695,52 ;R$ 13,22 ;185,08;Pix;Presencial;Sorocaba;Campolim
26/11/2023;21:04;11671;286;ESCONDIDINHO DE CARNE DE SOL INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;2;R$ 53,83 ;R$ 107,66 ;R$ 19,76 ;39,52;Pix;Delivery;Sorocaba;Jardim Piazza Di Roma
26/11/2023;19:24;11672;199;MOQUECA VEGANA DE BANANA DA TERRA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 69,17 ;R$ 138,34 ;R$ 10,88 ;21,76;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
26/11/2023;13:47;11673;212;CAMARAO ALHO E ERVAS;ALIMENTOS; ENTRADAS;4;R$ 69,90 ;R$ 279,60 ;R$ 19,80 ;79,18;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;13:11;11674;231;CARNE DE SOL NORDESTINA;ALIMENTOS; PRATOS DE CARNES;5;R$ 107,58 ;R$ 537,90 ;R$ 19,79 ;98,96;Cartão de Crédito;Delivery;Sorocaba;Vila Hortência
26/11/2023;14:32;11675;230;CARNE DO SOL DA TERRA;ALIMENTOS; PRATOS DE CARNES;3;R$ 117,95 ;R$ 353,85 ;R$ 16,85 ;50,54;Cartão de Crédito;Delivery;Sorocaba;Vila Hortência
26/11/2023;13:49;11676;110;POLVO AO FORNO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 168,00 ;R$ 168,00 ;R$ 56,57 ;56,57;Cartão de Crédito;Presencial;Votorantim;Jardim Primavera
26/11/2023;20:34;11677;108;FILE DE PESCADA AMARELA NO AZEITE NA CROSTA DE CASTANHA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;4;R$ 179,79 ;R$ 719,16 ;R$ 45,56 ;182,25;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
26/11/2023;11:37;11678;103;PEIXE FRITO MEDIO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;8;R$ 189,82 ;R$ 1.518,56 ;R$ 59,79 ;478,36;Cartão de Crédito;Delivery;Sorocaba;Jardim Vergueiro
27/11/2023;21:12;11679;936;REFRIGERANTE LATA SPRITE 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 5,00 ;R$ 15,00 ;R$ 2,44 ;7,32;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
27/11/2023;21:07;11680;1101;REFRIGERANTE SPRITE FRESH LIMAO 510ML PET;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 5,00 ;R$ 10,00 ;R$ 2,99 ;5,98;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
27/11/2023;22:38;11681;946;AGUA MINERAL INDAIA SEM GAS 500ML;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;19;R$ 5,28 ;R$ 100,32 ;R$ 1,14 ;21,61;Cartão de Crédito;Presencial;Sorocaba;Campolim
27/11/2023;11:03;11682;931;REFRIGERANTE LATA COCA ZERO 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 6,50 ;R$ 19,50 ;R$ 2,77 ;8,3;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
27/11/2023;12:37;11683;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;28;R$ 6,69 ;R$ 187,32 ;R$ 2,00 ;56;Cartão de Crédito;Presencial;Sorocaba;Vila Serrana
27/11/2023;13:16;11684;1116;REFRIGERANTE FYS TONICA LATA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 6,82 ;R$ 6,82 ;R$ 29,78 ;29,78;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
27/11/2023;13:48;11685;301;ARROZ DE ALHO;ALIMENTOS; ACOMPANHAMENTOS;2;R$ 8,00 ;R$ 16,00 ;R$ 7,81 ;15,63;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
27/11/2023;22:14;11686;970;SUCO COPO LIMAO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;1;R$ 9,53 ;R$ 9,53 ;R$ 1,34 ;1,34;Cartão de Crédito;Delivery;Votorantim;Vila Nova
27/11/2023;21:36;11687;863;CERVEJA EISENBAHN UNFILTERED 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;13;R$ 14,90 ;R$ 193,70 ;R$ 6,50 ;84,5;Cartão de Crédito;Presencial;Votorantim;Vila Nova
27/11/2023;11:24;11688;813;CERVEJA AMSTEL LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;18;R$ 17,84 ;R$ 321,12 ;R$ 6,07 ;109,26;Cartão de Crédito;Delivery;Sorocaba;Vila Serrana
27/11/2023;21:56;11689;823;CERVEJA BADEN CRISTAL LONG NECK 600ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;1;R$ 19,90 ;R$ 19,90 ;R$ 6,60 ;6,6;Dinheiro;Delivery;Votorantim;Vila Nova
27/11/2023;12:46;11690;3;CALDO DE PEIXE;ALIMENTOS; ENTRADAS;2;R$ 19,91 ;R$ 39,82 ;R$ 2,00 ;4;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
27/11/2023;14:54;11691;61;PASTEL QUEIJO 06 UNIDADE;ALIMENTOS; ENTRADAS;5;R$ 21,72 ;R$ 108,60 ;R$ 8,05 ;40,23;Pix;Presencial;Sorocaba;Jardim São Paulo
27/11/2023;14:51;11692;630;CAIP FRUTA VODKA SMIRNOFF;DRINKS; CAIPIROSCAS DE FRUTA;9;R$ 23,77 ;R$ 213,93 ;R$ 4,96 ;44,62;Pix;Delivery;Sorocaba;Jardim Piazza Di Roma
27/11/2023;21:18;11693;195;PASTEL DE COSTELA SUINA COM MOLHO BARBECUE;ALIMENTOS; ENTRADAS;1;R$ 23,90 ;R$ 23,90 ;R$ 2,30 ;2,3;Cartão de Crédito;Delivery;Sorocaba;Vila Hortência
27/11/2023;13:51;11694;67;PASTEL CARNE DO SOL COM QUEIJO 06 UNIDADE;ALIMENTOS; ENTRADAS;2;R$ 24,73 ;R$ 49,46 ;R$ 5,71 ;11,42;Pix;Delivery;Sorocaba;Jardim do Sol
27/11/2023;11:30;11695;63;PASTEL PIZZA 06 UNIDADE;ALIMENTOS; ENTRADAS;1;R$ 24,80 ;R$ 24,80 ;R$ 2,08 ;2,08;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
27/11/2023;19:45;11696;2258;BROWNIE COMPLETO COM SORVETE UN; DOCES ; TORTAS ;1;R$ 25,70 ;R$ 25,70 ;R$ 12,98 ;12,98;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
27/11/2023;21:42;11697;109;MOQUECA DE ARRAIA 200G;ALIMENTOS; ENTRADAS;1;R$ 36,03 ;R$ 36,03 ;R$ 7,29 ;7,29;Pix;Presencial;Votorantim;Vossoroca
27/11/2023;21:17;11698;790;CAIP FRUTA VODKA CIROC;DRINKS; CAIPIROSCAS DE FRUTA;1;R$ 36,90 ;R$ 36,90 ;R$ 21,57 ;21,57;Pix;Presencial;Votorantim;Vossoroca
27/11/2023;13:24;11699;2;CASQUINHA DE CARANGUEJO;ALIMENTOS; ENTRADAS;2;R$ 39,88 ;R$ 79,76 ;R$ 6,41 ;12,82;Cartão de Crédito;Delivery;Sorocaba;Jardim Vergueiro
27/11/2023;11:25;11700;107;FILE DE PARGO COM ALCAPARRAS INDIVIDUAL;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 53,60 ;R$ 107,20 ;R$ 28,98 ;57,97;Pix;Presencial;Sorocaba;Jardim São Paulo
27/11/2023;20:14;11701;44;COSTELINHA DE TAMBAQUI;ALIMENTOS; ENTRADAS;2;R$ 69,90 ;R$ 139,80 ;R$ 30,75 ;61,5;Cartão de Crédito;Delivery;Votorantim;Jardim Tatiana
27/11/2023;13:32;11702;231;CARNE DE SOL NORDESTINA;ALIMENTOS; PRATOS DE CARNES;1;R$ 107,58 ;R$ 107,58 ;R$ 19,79 ;19,79;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
27/11/2023;19:22;11703;123;TILAPIA FRITA GRANDE;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;5;R$ 138,55 ;R$ 692,75 ;R$ 39,22 ;196,09;Pix;Presencial;Sorocaba;Jardim do Sol
27/11/2023;19:53;11704;150;MOQUECA DE PEIXE AO MOLHO DE CAMARAO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 228,25 ;R$ 228,25 ;R$ 59,91 ;59,91;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
28/11/2023;14:45;11705;912;SUCO DEL VAL MAIS NECTAR UVA LT 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 2,50 ;R$ 2,50 ;R$ 1,42 ;1,42;Dinheiro;Presencial;Sorocaba;Campolim
28/11/2023;12:21;11706;2694;REFRIGERANTE COCA COLA MINI PET 250ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 2,50 ;R$ 7,50 ;R$ 2,32 ;6,96;Cartão de Crédito;Delivery;Sorocaba;Jardim Europa
28/11/2023;11:22;11707;904;REFRIGERANTE KS SPRITE 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 5,49 ;R$ 5,49 ;R$ 2,03 ;2,03;Dinheiro;Presencial;Sorocaba;Jardim São Paulo
28/11/2023;11:44;11708;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;47;R$ 6,69 ;R$ 314,43 ;R$ 2,00 ;94;Pix;Presencial;Votorantim;Jardim Tatiana
28/11/2023;12:52;11709;903;REFRIGERANTE KS FANTA LARANJA 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 7,90 ;R$ 15,80 ;R$ 2,03 ;4,06;Pix;Delivery;Sorocaba;Vila Hortência
28/11/2023;19:02;11710;807;CERVEJA DEVASSA LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;7;R$ 13,50 ;R$ 94,50 ;R$ 4,79 ;33,53;Dinheiro;Presencial;Sorocaba;Jardim do Sol
28/11/2023;12:31;11711;811;CERVEJA TIGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;6;R$ 13,55 ;R$ 81,30 ;R$ 5,61 ;33,66;Pix;Presencial;Sorocaba;Vila Serrana
28/11/2023;14:21;11712;830;CERVEJA LN HEINEKEN ZERO ALCOOL 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;2;R$ 15,68 ;R$ 31,36 ;R$ 6,06 ;12,12;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
28/11/2023;14:17;11713;805;CERVEJA HEINEKEN 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;26;R$ 12,00 ;R$ 312,00 ;R$ 9,04 ;235,04;Cartão de Crédito;Delivery;Sorocaba;Jardim São Paulo
28/11/2023;12:37;11714;630;CAIP FRUTA VODKA SMIRNOFF;DRINKS; CAIPIROSCAS DE FRUTA;11;R$ 23,77 ;R$ 261,47 ;R$ 4,96 ;54,53;Cartão de Crédito;Delivery;Sorocaba;Vila Serrana
